,time (mimcroseconds),,,
n,iterative double,recusive double,iterative int,recursive int
43852,1438.4,1424.6,1872.7,8178.1
43853,1397.8,1381.6,1746.9,7724.2
43854,1412.5,1386.1,2064.5,10979.8
43855,1403.1,1407.1,1756,7537.5
43856,1403.3,1399.8,1785.6,7361.7
43857,1411.2,1466.7,1849.5,8089.4
43858,1399.7,1390.3,1751.4,7644.3
43859,1402.4,1391.5,1741.2,7534.2
43860,1409.4,1731.3,1753.4,7397.7
43861,1705.8,1396.9,1757.5,8250.5
43862,1389.4,1384.6,1745.5,8636.3
43863,1390.3,1385,1737,8285.2
43864,2100,1902.6,1678,8730.5
43865,1308.2,1312.1,2360.6,7177.2
43866,1356.5,1362.4,1692,8286.4
43867,1399.3,1385.2,1750.7,7807.3
43868,1456.1,1526.1,1748.5,7419.1
43869,1385.7,1383.2,2180.8,9619.7
43870,1390.6,1388.9,1867.4,12118.2
43871,2467.9,2484.7,2244.9,7306.5
43872,1393.2,1396.5,1778.5,7873.5
43873,1396,1391.4,1744.8,8428.7
43874,1398.1,1412.3,3286.8,9015.8
43875,1428.9,1473.3,1757,7879.9
43876,2034.8,1642.2,2051.8,7243.9
43877,1386.9,1384.5,1762,7505.3
43878,1388.3,1392.3,1745.5,7896.5
43879,1566.8,1464.2,1802.9,7375.1
43880,1436.7,1379,1863,7427.6
43881,1405,1384.6,1766.1,7397.2
43882,1429.6,1390.4,1761.7,7704.8
43883,1414.7,1644.4,1955.4,7766.2
43884,1444.3,1384,1754.6,7771
43885,1387.4,1383.9,1744.2,9688
43886,2258.3,1547.5,1759.2,7996.2
43887,1474.3,1395.9,1806.2,7291.1
43888,1393.1,1394.5,1914.5,7706.1
43889,1387.4,1386.8,1745.6,7723.9
43890,2042.7,1388.8,1747,8892.3
43891,1484.7,2203.6,1804.4,7711.4
43892,1400.2,1387.8,1775.9,7812.7
43893,1387.5,1391.6,1763.5,8941.6
43894,1391.5,1397,1753.3,7495.1
43895,1394.1,1396.5,1758.1,7113.4
43896,1509,1656.1,1844.5,7456
43897,1406.6,1355.9,1685.6,8302.2
43898,1350.4,1362.8,1688.9,7849.8
43899,1369.9,1360,1685,7187.6
43900,1682.5,3075.6,1798.1,8615.4
43901,1608.5,1510.1,1828.7,8367.4
43902,1366.5,1391,1736.1,7762.7
43903,1385.9,1395.7,1761.3,7695.5
43904,1411.2,1404.9,1748.3,7445.8
43905,1372.2,1357,1940.7,7185.8
43906,1340.1,1342.8,1692.7,9769.3
43907,2175.6,1383.8,1847.5,8451.8
43908,1360.9,1354.3,1693.4,7340.9
43909,1350.4,2142.2,1707.2,9088.6
43910,1348.2,2023.9,2060.4,7754.6
43911,1369.6,1346.1,1941.5,8165.4
43912,1367.2,1344.8,1698.2,7480.7
43913,1467.5,1342.2,1697.9,7205.6
43914,1350.9,1346.1,1800.5,8190
43915,1354.3,1550,1789.5,7516.6
43916,1345.2,1344.9,1702.4,7073
43917,1350.7,1391.9,1746.7,7356.6
43918,1351.4,1404.7,1769.9,10765.8
43919,1480.1,1506.4,2368,7551.6
43920,1344.5,1348.3,1986.9,8292.6
43921,1401,1341.4,1750,7102.2
43922,1433.3,1342.5,2260.6,7659.7
43923,1353.2,1354.2,1697.4,7441.9
43924,1345.6,1348.6,1707,7261.6
43925,1393,1436.6,1707.2,7038.3
43926,1346.4,1340.7,1783.9,7506.4
43927,1402.4,1406.2,1809,8195
43928,1427.8,1955.8,1826.2,7835.9
43929,1905.5,2404.9,2950.3,8071.1
43930,1352.3,1594.7,1709.3,7040.5
43931,1355.4,1350.1,1697.8,7895.2
43932,1352,1402,1690.7,7521.4
43933,1352.4,1364,1774.8,7241.3
43934,1354.6,1349.5,1763.5,7279.4
43935,1344.6,1353.1,1694.7,7937.8
43936,1363.6,1346,1699.5,7084.2
43937,1367.6,1495.4,1768.4,7269.6
43938,1863.3,1369.7,2236.1,7446.5
43939,1346.9,1992.4,1971.2,9213.9
43940,1830.1,1349.4,1698,7219.2
43941,1488.2,1351.7,1874.8,7385.5
43942,1349.4,1346.2,1725.9,7446
43943,1372.7,1346.7,1695.9,7799
43944,2053.1,2446.2,2405.8,7242.2
43945,1479.4,1357.9,1868.9,6963.6
43946,1398.4,1340.7,1709.6,7312
43947,1347.3,1349.2,1709.9,9209.1
43948,1341.9,1352.5,1685.7,7749.8
43949,2105.7,1381.5,1705.2,7205.9
43950,1352.3,1344.6,1720.4,7028.2
43951,1370.4,1363,1709.4,7241.4
43952,1371.8,1358.5,1815.3,7516.8
43953,1378.1,1385.5,1869.3,7831.7
43954,1433.7,1436.1,1821.2,8078.5
43955,1355.4,1357.2,1771,7480.8
43956,1363.4,1456.7,1807.3,7430.2
43957,1370.3,2245,2015.4,8755.5
43958,1329.8,1310.2,2303,7591.1
43959,2321.9,2308.1,2998.2,8025.7
43960,1311.6,1306.4,1664.9,7143.9
43961,1601.4,1377.5,1660.5,7367.4
43962,1325.3,1328.8,1692.1,10612
43963,1394.8,1420.7,1786.7,7438.3
43964,1340.3,1330,1643.6,7766.4
43965,1490.6,1416,1733,8064.1
43966,1715.2,1503.4,1883.1,7125.2
43967,1924.5,1309.7,1774.4,9167.1
43968,1314.6,1314.3,1659.5,7740.6
43969,2327.6,2398,2910.6,8743.3
43970,1541.8,1316.1,1661.1,6941
43971,1315.2,1342,1937.7,7549.4
43972,1311.5,1308.3,1706.4,7887.1
43973,1751.7,1347.9,1752.1,7840.7
43974,2504.2,2504.2,3090.8,8611.7
43975,1589.6,1419.9,1920.8,7880.8
43976,1409.3,1510.5,2368.9,9082.9
43977,1331.5,1319.8,1729.9,7338.5
43978,1324.8,1310.7,1668.7,8255.9
43979,1602.9,1645.2,1713.7,7294.9
43980,1480.4,1729.9,1839.8,6941.8
43981,1317.7,1321,1739.8,8562.8
43982,1328.5,1312.7,1666.5,7939.1
43983,2313,2434.9,2893.4,10630.6
43984,1345.6,1698.3,1590.4,6792.4
43985,1333.2,1658.7,1904.9,7179.5
43986,1276.8,1272.8,1611.7,7629.7
43987,1278.5,1698.2,1662.9,9165.6
43988,1287.8,1274.7,1619.4,7122.2
43989,1432.8,1502.3,1900.4,6874
43990,1335.1,1315.3,1651.3,8517.6
43991,1314.4,1312.7,1641.6,7999.9
43992,1363.4,1415.6,1727.1,7633.5
43993,1360,2111.5,3277.9,9754.6
43994,1430.7,1307.6,1838.1,8371
43995,1365.2,1816.5,1652.2,7481.7
43996,1306.9,1312.6,1819.8,7610
43997,1592.6,1464.7,1684.9,7156.6
43998,2336.4,2435.4,3350.8,7584.6
43999,1313.9,1360,1792.4,7505.9
44000,1385.7,1374.3,1759,8126.5
44001,1347.6,1349.7,1729.2,7252
44002,1381.7,1382,1800.7,7679.2
44003,2853.5,4803.3,2582.9,7335.7
44004,1374.5,1871.7,2474.4,7178.7
44005,1309.8,1310.3,1795,7613.7
44006,1471.1,1310.3,1661,7501.3
44007,1401.7,1488.1,1654.8,7053.9
44008,1377.1,1396.7,1732.4,7708.7
44009,1314.1,1309.3,1645.3,7070.2
44010,1845.1,1640.3,1708.2,6920.7
44011,1322.7,1308.7,1823,7587.3
44012,1333.8,1387.6,1663.2,8082.9
44013,1970.4,1622.8,1743.4,8657.1
44014,1756.4,1816.8,1752.2,7452.9
44015,1364.3,1406.1,2173.4,7295.6
44016,1349,1540.2,1708.2,8168.2
44017,1355.5,1373.8,1741,8011
44018,1546.4,1337.1,1656.7,7014.3
44019,1433.5,1423.6,1874.5,7238.8
44020,1428.3,1357.4,1753.7,7663.3
44021,1548,1352.1,1913.4,7783.3
44022,1679.2,1379.9,1698.4,7683.7
44023,1900.7,1383.9,2349.7,7168
44024,1354.7,1355.5,1691.7,7908.2
44025,1352,1346.9,1700.2,7499.7
44026,1576.1,1367.1,1737.8,7023.7
44027,1314,1309,1704.4,8422.5
44028,1345.6,1349.2,1700.4,7853.5
44029,1354.6,1343.3,1691.9,7133.7
44030,1443.2,1409.1,2231.7,7134.2
44031,1355.3,1355.1,1703.3,7581.3
44032,1393.4,1440.8,2745.9,9182.7
44033,1324.6,1305.7,1785.2,7006.4
44034,1399.9,1678.1,1849.7,7250.7
44035,1393.8,1485.9,1767,7861.5
44036,1328.6,1316,1736.9,7709.3
44037,1471,1308.5,1658.2,7181.2
44038,1316.5,1314.6,3549.3,10230.1
44039,1360.5,1395.3,1825.9,9259.2
44040,1750.1,1311.2,1664,7734
44041,1315.9,1328.6,2258.3,8766
44042,1370.2,1431.3,1817.9,8343.6
44043,2057.2,1895.1,1914,7211.6
44044,1349.9,1358.9,1861.5,7001
44045,1361.3,1364.1,1705.1,7805.4
44046,1357.9,1277,1600.2,7240.7
44047,1274.5,1484.9,1989.1,7069.6
44048,1279.6,1282.1,1610.5,7226.5
44049,1735.2,1500.2,1788.4,8140
44050,1534.9,1360.6,1648,6969.2
44051,1315.4,1304.8,1792.6,9585.8
44052,1378.1,1418.7,1745.3,8727.6
44053,1316.6,1315.5,1651.6,8323.4
44054,1395,1513.6,1663.1,6945
44055,1311.8,1866.2,1668.8,6864.3
44056,1314.5,1312.3,1781.3,8294
44057,1400.6,1390.7,1785.2,8176.3
44058,1455.6,1387.3,1811.7,7879.8
44059,1399.1,1421.2,1856.2,8044.2
44060,1393.9,1415,1796.9,10969.8
44061,1372.7,1365.5,1789.9,9326.4
44062,1352.6,1349.8,1698.7,7709.8
44063,1549.8,1370,1730.4,6864.2
44064,1334,1339.8,2316.7,7302.9
44065,1318.6,1361.6,1690.9,8203
44066,1443.6,1362.3,1758.2,7967.5
44067,2787.6,2458.7,3077.3,9923.1
44068,1436,2033.1,1649.7,7008.6
44069,1332.1,1629,1807.6,7988.9
44070,1443.7,2176.2,1667.6,7408.4
44071,1316,1318,1661.6,7838.3
44072,2567.1,2332.1,2968.5,8488.5
44073,1680.5,1362.5,1758.9,7325.1
44074,1417.2,1403.7,1928.7,7867.6
44075,1389,1395.5,1776.4,7771.1
44076,1394.6,1415.9,2057.8,7878
44077,2558.4,2712.9,2483.3,8319.8
44078,1367.1,1404.1,1850.5,7040.8
44079,1317.5,1313.6,1902.4,7747.7
44080,1430.6,1370.3,1767.7,7561.5
44081,1316.3,1312.9,1649.8,7058.7
44082,1499.8,1351.3,1782.9,7628.2
44083,1369.5,1417.7,1732.3,7586.1
44084,1316.6,1310.8,1649.2,7629
44085,1443.1,1326.6,1649,7265.4
44086,1313.4,1333.9,2791,7851.2
44087,2280.7,2290.9,2767.1,8399.2
44088,1612.6,1282.4,1614.6,7773.5
44089,1289.6,1346.8,1626.7,7687.1
44090,1597.4,1572.8,1652.6,6876.4
44091,1278.9,1277.3,1627,7719.9
44092,2520,2432.1,3086.4,8132.5
44093,1373.8,1437.2,1742.1,7968.2
44094,1393.9,1380.6,1803.6,9193.9
44095,1447.7,1413.9,2129.1,8664.5
44096,1424.3,1430.5,2411.1,7618.5
44097,1316.7,1371.3,1659.5,7766.2
44098,1376.3,1360.4,1719.1,7361.9
44099,1650.8,1356.5,1662,7054.7
44100,1312.6,1323.1,1821.8,7883.4
44101,1563.6,1330.6,1670.9,9166
44102,2406.7,2376.7,3087.5,7842.4
44103,1350.6,1342.1,1709.4,7954.8
44104,2281,1320.4,2617.9,8408.5
44105,1327.3,1672.6,2906.4,7339.8
44106,1377.1,1313.4,1674.2,8188.6
44107,1535,1376.7,1771.2,8147.8
44108,1438.4,1418.3,1745.6,7376.4
44109,1469.8,1561.6,1850.9,6869.8
44110,1320.7,1314,1655.6,7735.6
44111,1496,1372.7,1798,7838.5
44112,1452,1405.9,1654.1,7428.2
44113,1318.8,1386.1,1816,7220.9
44114,1452.9,1534.6,1969.2,9126.1
44115,1337.5,1313.3,1665.5,7883.6
44116,1318.5,1314.4,1657.4,7344.2
44117,2350.4,1852.3,3074.5,6911.7
44118,1332.4,1327.5,1652.4,7318.9
44119,1317.3,1381.6,1727.9,7923.1
44120,1483.3,1447.2,1710,6982.3
44121,1327,1314,1910.5,7338.9
44122,1316.3,1313.3,1661.7,10002.2
44123,1315,1296.2,1670.3,7455.1
44124,1331,1317.9,1667.9,7595.8
44125,1320.2,1430,1951.7,7692.2
44126,1318.4,1896.4,2601.6,7531
44127,1372.1,1391.6,1805.9,7542
44128,1389.5,1420.7,1700.3,7074.1
44129,1353.3,1348.3,1904.7,7213
44130,1352.6,1348.3,1743.9,8059.3
44131,1346.2,1347.3,1813.5,7221.4
44132,2103.1,1367.5,1835.3,7014.1
44133,1314.1,1322.7,1655.4,8724.6
44134,2030.4,1442.4,1719.8,8755.5
44135,1320.1,1329.4,1694.7,9889.5
44136,1432.7,1314,1658.9,6946.2
44137,1314.3,1358.7,2423.2,7321.7
44138,1320.4,1318.2,1662.9,7534.1
44139,1315.8,1307.2,1718.3,7521.2
44140,2581.3,2453.7,2683.5,7350.3
44141,1444.2,1668.6,1732.5,8416.8
44142,1317.9,1385.5,2418.2,9713.3
44143,1328.2,1328.9,1684.1,9759.8
44144,1384.9,1420.3,1739.9,8093.3
44145,1372.6,1368.9,1770.5,7453.2
44146,1826.4,1364.1,1759,7262.5
44147,1376.3,1424.3,1749.8,7617.5
44148,1318.6,1318.9,1664.3,8309.7
44149,2224.5,1661.8,1765.4,7599.1
44150,1518.3,1377.2,1774.1,8058.5
44151,1321.3,1390,1767.6,8942.7
44152,1332,1313.7,1650.9,7469.4
44153,1400.8,1420.7,1791.2,7870.7
44154,1366.9,1377.2,1688,7216.5
44155,1326.3,1313.7,1809.7,7390.2
44156,1326.7,1323.4,1654.3,7676.7
44157,1404.5,1396.2,1800.5,7489.8
44158,1394.1,1641.1,1845.7,7987.8
44159,1394.2,1393.7,1797.1,8219.1
44160,1406.2,1393.5,1755.5,9714.8
44161,1428.3,1281.8,1616.5,6773
44162,1497.7,1606,2004.3,7152.8
44163,1313.7,1345.2,1735.7,7625.8
44164,1355.2,1350.9,1752.6,7795.3
44165,2584.9,2470.7,3118.8,8680.7
44166,1530.1,1536.9,1896.3,7479.5
44167,1395.2,1507.8,1780.7,7735.6
44168,1359.4,1398.5,1971.9,7760.1
44169,1389.9,1374.1,2100.5,9395.1
44170,2008.2,1360.8,2283.3,10047.9
44171,1292.5,1285,1623.4,6856.9
44172,1334.8,1335.3,1804.6,7289
44173,1292.3,1284.5,1752.8,7780.1
44174,1284,1285,1627.2,7040.5
44175,1499.2,3145,2775.1,7591.4
44176,1337,1470.7,1780.7,7262.3
44177,1385.3,1278.2,1617.1,9283
44178,1325,1979.6,2122,9634
44179,2178.7,1620.7,2179.5,9634.3
44180,1328,1324,1663.8,6964.2
44181,1344.1,1559.2,1738.3,6944
44182,1330.1,1323.8,1671.9,7752.6
44183,1329.6,1332.2,1661.9,8490.2
44184,1592.6,1319.6,1679.7,7264.6
44185,2761.6,2556,3008.1,7017.9
44186,1312.1,1325.3,1843.8,7374
44187,1324.3,1317.6,1650.7,8422.5
44188,1493.2,2036.8,1779.5,7822
44189,1433.6,1453.7,1777.5,8359.4
44190,1425.8,1367.2,2777.7,7797.9
44191,1429.7,1392,1777.1,9092.3
44192,1319.3,1316,1664.5,7689.7
44193,1560.3,1488.2,1838.5,7523
44194,1329.6,2584.7,1673.7,7263.1
44195,2360.9,2461.9,2674,7104.6
44196,1322.1,1315.5,1674.2,8118
44197,1374.3,1356.9,1702,8226
44198,1566.9,1370.7,1659.1,6960.5
44199,1325.1,1324.4,1782.1,7631.1
44200,1436.1,1375.3,1768,8035.4
44201,1365.7,1418.8,1680.7,7041.2
44202,1358.8,1440.9,1863.3,7513.3
44203,1443.6,2044,1809,8010.3
44204,1449.7,1453.8,1812.3,8127.2
44205,1441.5,1436.4,1809,8431.1
44206,2070.6,1377.5,1786.8,7358.4
44207,1439.6,1869.2,2585.8,8169.1
44208,1421.2,1873.4,1618.8,8881
44209,1401.1,1390,1766.5,9540.7
44210,2275.1,2246.2,2821.6,8411.6
44211,1380.5,1326.8,1659.8,7054.8
44212,1418.2,1466.5,1989.1,7463.4
44213,1967,2485.6,2130.2,7455.7
44214,1322.3,1326.8,1720.1,7633.8
44215,1333.7,1332.6,1659.3,8197.9
44216,1388.8,2526.5,2517.1,7777.8
44217,1320.7,1352.7,2197.8,7550.1
44218,2367.4,2363.9,3000.6,8195.6
44219,1395.3,1390.2,1806.9,7845.3
44220,1407.3,1401.2,1789.4,8120.6
44221,1552.5,1458.6,1754.7,7397.5
44222,1398.1,1401.4,1944.4,7632
44223,2502.5,2526.2,3217.8,9798.7
44224,1902.5,1395.4,2079.1,8243.8
44225,2259.1,1359.1,1844.1,8125.6
44226,1323.9,1315.8,1664.7,7086.3
44227,1875.5,2171.1,2026.4,7118.5
44228,1328.4,1330.6,1844.3,8020.5
44229,1375.4,1375.9,1858.2,8035.6
44230,1407.1,1316.2,1786.3,7566.6
44231,1689.9,1316.1,1655.6,7254.3
44232,1427.5,1498.3,2540.9,8257.2
44233,2351.2,2325.4,3071.4,9447.2
44234,1328.3,1326.4,1663.5,7620.8
44235,1321.1,1321.5,1666.1,7606.6
44236,1439.9,1622.5,1710.7,7028.5
44237,1370.4,1325.3,1659.9,7202.7
44238,1330.1,1330.4,1660.9,8072.6
44239,1638.4,1861.1,1669,6953.6
44240,1324.7,1450.4,2152.6,7217
44241,1324.1,1318.1,1672.8,8639.9
44242,1669.9,2430,1675.8,9092.2
44243,2368.9,2349.4,2915.5,9048.7
44244,1324.9,1321.7,1655.5,7201.1
44245,1611.5,1754.6,1913.4,7491.4
44246,1350.1,1319.1,1753.7,7751.3
44247,1393.9,1317.7,1664.3,8025.2
44248,2264.7,1390.7,1782.4,7957.3
44249,1550,1565.6,1715.1,7445.3
44250,1381.1,1404.1,1912.2,7932.4
44251,2216,1683.9,1804.6,8852.3
44252,2667.7,1500.9,1684.7,7930.9
44253,1329.5,1323.8,1670.7,7005.2
44254,1358.9,3266.3,1686,6923.6
44255,1319,1316.2,1699.3,7747
44256,1328.5,1322.9,1670.7,8305.9
44257,1419.4,1389.8,1670.6,7439.8
44258,2477.4,3105.5,2959.2,7057.3
44259,1338.2,1360.3,1839.2,7217.3
44260,1400.7,1396,2434,9296.1
44261,1390.9,1315.3,1652.4,9458.6
44262,1342.9,1318.3,1833.6,7107.7
44263,1674.3,1408,1837.9,7742.1
44264,1400.1,1370.9,1787.8,7266.9
44265,1323.7,1320,1663.6,7926.6
44266,1543.2,2280.1,1655.9,7347.7
44267,1381.7,1369.9,1869.3,7564.9
44268,1372.2,1371.3,1783.1,7646.2
44269,1321.9,1414.3,1687.9,7559.3
44270,1789.3,1339.7,1658.4,8912.9
44271,1512.3,2112.7,1627.2,7087.4
44272,1308.4,1285.1,1613.1,8402.1
44273,2357.9,2346.7,2938.8,7563
44274,1359.2,1388.9,1756.9,7767.3
44275,1394.9,1358.1,1783.6,7799.3
44276,1359.8,1413.1,1759.7,7383.4
44277,1407.9,1405.1,1754.4,7779.1
44278,2496.6,2472.8,3483.7,10910.4
44279,1440.5,1415.2,1623.3,7764.9
44280,1288.7,1953.6,1702,8753.6
44281,1370.8,1405.2,1613.1,6842.7
44282,1290.7,1292.7,1736.6,7960.8
44283,1285.1,1320.1,1702.5,7797.9
44284,1366.5,1395.2,1760.8,7359.3
44285,1424.8,3282.9,2156.9,7533.6
44286,1441.2,1435.5,2105.7,8603.7
44287,2592.2,1760.9,1998.6,8152.9
44288,1296.3,1291,1628,9079.9
44289,1383.4,1277.8,1613.7,8227.4
44290,2086,1364.1,2014.2,6922.3
44291,1288.6,1285.1,1622.8,8624.9
44292,1280.3,1281.9,1652.7,7383.4
44293,1378.8,1392.6,1752.9,7619
44294,2457.4,2599.5,3232.3,8435.4
44295,1459,1496.7,1849.5,7514.8
44296,1397.2,1415.1,1815.9,8333.6
44297,1393.8,1887.7,2425.7,9443.1
44298,1289.3,1911,1706,7875.8
44299,2352.8,2303.7,2843.9,8345
44300,1487.5,1431.4,1714.7,7326.6
44301,1506.4,1543.7,1999.4,7847.4
44302,1398.4,1394,1765.8,7907
44303,1403.1,1398.3,1781.8,8369
44304,2504.2,2573.4,3215.2,8685.2
44305,1445.1,1777.5,1847.2,8680.2
44306,1435.3,1536.1,1740.2,7224.6
44307,1283.4,1292.1,1610.3,7777.5
44308,1393.1,1345.2,1869.5,7914.7
44309,1405.5,1434.5,1819.1,7878.9
44310,1458.3,3011.9,2515.8,6945.8
44311,1287.8,1291.4,1835.1,7697.6
44312,1333.1,1348.8,1753.8,8064
44313,1371.6,1414.8,1773.3,7585.9
44314,2731.3,2513.3,2351.6,6865.7
44315,1294.4,1740.3,2252.5,6971.2
44316,1321.7,1294.7,1651.9,9642.1
44317,1269.7,1391.6,2379.8,8509.2
44318,1293.8,1283.8,1730.1,6925.2
44319,1288.3,2524.6,3470.9,8098.4
44320,1340.5,1372.3,1955.9,6964.9
44321,1393.6,1369.8,1709.4,7526.3
44322,1324.1,1318,1847,8779.6
44323,1410.8,1409.6,1805.6,7675.1
44324,1444.2,1498,1913.1,8341.7
44325,1653.9,1675,1847.8,10454.7
44326,1421.3,1890.1,1826.4,8341.8
44327,1357.7,1357.9,1731.1,8023.9
44328,1460.2,1406.3,1628.9,7097
44329,1295,1289.3,1737.1,7202.7
44330,1347.4,1406.3,1831.7,7613.1
44331,1419.1,1444.8,1813.6,8036
44332,2059.7,2040.4,1760.1,7459.6
44333,1286.4,1285.5,1759.6,7659.9
44334,2480.7,2447.8,3097,7831.4
44335,1391.4,1395.5,1759.7,7881.1
44336,1417.7,1376.6,1846.9,8398.6
44337,2404,1543.6,2322,8739.4
44338,1753.1,1639.9,1901.2,6831.4
44339,1290,1288.4,1618.9,7856.3
44340,1350.2,1373.1,1705.9,7481.8
44341,1870.9,1855.7,1616.1,8219.2
44342,1494,1376.9,2070.2,8127.1
44343,1327.1,1895.5,1642.5,8040.1
44344,1287.4,1284.1,1618.4,10213.1
44345,1288.9,1301.2,1616.6,6794.7
44346,1336.3,1721,2000.2,6819.3
44347,1291.6,1315.6,1677.3,7872.6
44348,1378.6,1387.8,1746.3,8256.4
44349,2511.4,2489.1,3089.7,8134.4
44350,1406,1406.9,2243,7961.5
44351,1579.9,1884.1,2285.9,7100.8
44352,1438.4,1288.1,1839.1,7652.5
44353,1297.1,1286.3,1613.6,7390.9
44354,1732.3,1348,1613.2,7154.6
44355,1292,1298.2,3023.3,7482.4
44356,1294.1,1282.4,1620.8,7921.3
44357,1286.5,1284.3,1619.3,7504
44358,1645,1524.7,1657.9,7477.4
44359,2376.6,2512.1,3285.8,7621.7
44360,1404.1,1407.7,1823.7,7557.5
44361,1500.5,1387.1,1775.1,9350.5
44362,1392.2,1323.4,1622.5,8448.9
44363,1715.9,1287.8,1628.7,7212.9
44364,2284.6,2548.1,2399.7,7062.4
44365,1290.8,1290.4,1623.3,7624.5
44366,1301.9,1288.4,1665.2,7376.6
44367,1304.3,1288.5,1713.7,6795.4
44368,1343.9,1394.4,1678,7990.2
44369,1296.4,1320.2,2276.2,8102.6
44370,1345.8,1401.1,1687.5,7397.3
44371,1436.2,2048.5,1648.2,7131.2
44372,1287.5,1278.6,1629.9,7851
44373,1290.1,1426.1,1920.7,9056.9
44374,1288.9,1397.2,2976,7468.2
44375,1402.2,1326.8,1675.9,7334.5
44376,1370.1,1368.5,1933.8,7408.1
44377,1364.2,1362.8,1721.3,7358.9
44378,1374.7,1358.1,1708.4,10417.3
44379,1438.5,1427.5,1727.4,8398.3
44380,1784.8,2992.7,1810.7,7294.5
44381,2349.8,2340.2,3472.2,7054.5
44382,1336.4,1325.9,1670.9,8965.7
44383,1336,1326.4,1672,7821.4
44384,1327.7,1326.7,1743.9,6978.1
44385,1332.9,1750.2,1896.8,7252.7
44386,1333.4,1326.8,1666.2,7682.7
44387,1329.8,1331.9,2821.1,10517.8
44388,2362.2,1396.1,1673.4,9086.9
44389,1760.4,1320,1659.9,7381.5
44390,1327.3,1368,2047.9,7260.9
44391,1321,1318.6,1684.5,8408.5
44392,1326.5,1323.8,1662.7,7295.1
44393,1482.7,1329.4,1666.7,7086.7
44394,1337.8,1326,1847.3,10914.5
44395,1392,1359,1720.9,7440
44396,1367.4,1365.8,1702.1,8427.9
44397,1341.9,2932,1761.3,7335.1
44398,2278.8,1831,1765.6,7423.9
44399,1444.3,1390.3,1875,7557.5
44400,1327.2,1322.7,1663.8,7938.1
44401,1377.5,1318.2,1656.6,7252.7
44402,1423.1,2079.7,2185.8,7259.5
44403,1383.4,1370.3,1742.5,7551.8
44404,1368.7,1369.8,1720.8,8951.6
44405,1379.5,1361.1,1830.6,8037.8
44406,1872.7,1563,1719.2,7737.6
44407,1368,1362.9,1786,7183.5
44408,1364.6,1372.4,1724.4,8221.4
44409,1326.4,1337.7,1674.3,7355.8
44410,1365.7,1623.5,1836.2,7537
44411,1420.3,1400.1,1881.5,7919.3
44412,1468.1,1463.1,1845.2,7957.1
44413,1446.7,1442.7,1862.9,7646.1
44414,1578,1459.4,1988.8,7901.6
44415,1579.2,1610.5,2680.6,8542.8
44416,1569.1,1378,1719.4,7824.8
44417,1338.9,1319.6,1673.1,7129.3
44418,1418.4,1465,1790.6,7453
44419,1377,1417.5,1774.8,8149
44420,1593.1,1483.2,1873.5,11619
44421,1924.1,1395.3,1714,7461.9
44422,1370.6,1366,1754,7085.5
44423,1474.9,1496.1,1876.2,7135
44424,1393.3,1389.8,1731,10526.2
44425,1299.5,1285.1,2075.7,7736
44426,1469.7,1454.9,1798.2,7450.7
44427,1518.6,1969.3,1637.7,6766.3
44428,1291.1,1288.3,1771.8,7106.2
44429,1413.5,1350.6,1743.4,7951.5
44430,1291,1456,1662.4,6949.4
44431,1292.9,1534.6,1776.5,7111.5
44432,1364.6,1403.3,1968.5,7566.6
44433,1454.1,1457.3,1817.3,8137.9
44434,1477.6,1452.5,1875.7,8241
44435,1475.1,1932.9,1832,9076
44436,1473.6,1364.4,1794.4,8453.1
44437,2019.8,1291.6,1626.9,7907.3
44438,1292.3,1291.3,1770.9,7299.6
44439,1498.6,1358.4,1773.7,8168.5
44440,1435,1445.2,1845.8,7929.6
44441,1449.2,1441,1871.3,8935.8
44442,1579.3,1395.2,1637.8,7554.3
44443,1687,1310.1,2122.3,9212.2
44444,1831.9,1294,1637.4,8169.2
44445,2326.4,1613.1,1899.7,7072.6
44446,1331.3,1325.2,1671.4,7481.7
44447,1329.7,1321.4,1694.1,7277.8
44448,1903.9,1999.8,1755,7237.8
44449,1370.6,1363.2,1734.4,7646.3
44450,1372.7,1373,1728.3,7566
44451,1367.6,1362.1,1716.3,7146.5
44452,1386.2,1642.5,1781.4,9356.6
44453,1958.1,1324.7,2322.8,7740
44454,1385.7,1433.5,1751.2,8413.2
44455,1471.2,1327.1,1689.7,7203.9
44456,1461.7,1408.7,1680.4,7029.2
44457,1409.2,1336.4,1787.9,7867.9
44458,1333.5,1329.2,1683.5,7793.7
44459,1376.9,1331,1665.9,7173.5
44460,1333.3,1418.7,1866.9,7043.7
44461,1330.2,1331.8,1682.9,8881.7
44462,1332.2,1372.2,1675.2,8855
44463,1404,1331,1667.6,7941.6
44464,2480.6,2381.9,2980.8,7025.1
44465,1325.1,1317.4,1848.5,7858.3
44466,1453,1443.4,1838.7,8412.1
44467,1456.2,1329.5,1671.7,7305.5
44468,1445,1361.5,1744.4,7687.3
44469,2477.3,2496.3,3299.3,8606.8
44470,1326.7,1328.2,1837.6,8154.1
44471,1513.5,1390.8,1734.1,8126
44472,1344,1506.4,1831.2,7714.4
44473,2418.4,1345.4,2367.5,8702.5
44474,1538.7,1715.1,1837,8350.7
44475,1422.7,1500.9,1963.2,7297
44476,1333.3,1321.7,1669.3,8079.8
44477,1326.1,1319.7,1702,7713.2
44478,1868,1520.8,1788,7137.4
44479,1332.7,1322.6,1778.9,11438.7
44480,1882.4,1438.6,1902.7,9921.4
